Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Packets/s,Flow IAT Mean,Label
179.64804821995935,14,3,5939.267160516358,1391.3757410712572,1204.013909256331,123.22616017791894,525.4959354360963,438.3894223714147,0.08349659319222964,10.567532248232903,0
246.93437429404415,18,1,8361.676709253266,409.4905246025879,1115.3036985289905,74.07426584142571,658.7636730274381,88.95126162922628,0.07694352013290466,12.996546015476008,0
149.3945602683452,12,4,2755.9410727738145,1182.2247363530819,796.8764831097398,196.80521204567634,189.8836849940185,289.3055952584654,0.08701789393569061,9.337160016771575,0
301.0458821872979,10,1,2898.748095152888,339.0138619938635,649.3674683210222,183.4861455849619,808.2638912932209,261.67679909596103,0.0365392807238475,27.367807471572533,0
56.738555133964944,9,1,3503.6726760408983,217.18061420645006,468.23383392753027,98.28317776769208,794.7087699374583,304.23162623660744,0.17624699776702246,5.673855513396495,0
12.031719030004627,16,3,7762.166823360816,751.1127065914675,1172.7375974987558,69.52336309702036,417.9080245493718,152.6335177051651,1.4129319308076846,0.6332483700002435,0
198.79876940058432,14,2,6791.96292933036,441.9302646725534,1363.768888993359,121.86839073850658,354.15971784138924,309.5378942181046,0.07545318336339718,12.42492308753652,0
177.94297382506525,13,2,3820.3585771694325,495.3002646219175,625.746557831289,59.161941091080195,532.7334098796645,409.26769468452966,0.07867689124811032,11.862864921671017,0
340.9898873679095,16,1,8836.998523631451,343.1128034947727,761.1574100985832,60.4128484472902,368.6572619922864,134.06403228427968,0.049854850920132796,20.058228668700558,0
311.4673834865585,14,3,4958.646136036073,749.761696738944,408.8857852374224,69.85072384820893,375.7124343471897,234.57969608017873,0.04815913574028316,18.321610793326972,0
681.2254348067746,7,2,3073.1772882881996,586.4145868006668,1325.1592636621745,170.7315313518848,391.39973050935515,236.09036373355144,0.011743542726453176,75.69171497853051,0
331.36787960453506,19,3,6149.807602569218,466.8282958405154,859.8934922897915,78.78555718641283,538.9583752582223,191.482004987471,0.06035588006860724,15.062176345660685,0
102.16901053096254,14,2,4395.421288602467,538.4711129232279,282.38746161459807,198.39363718239125,650.9439213821661,230.77297565722216,0.1468155551477541,6.385563158185159,0
88.16665028802042,15,3,6254.59392658556,921.4545405949559,435.60298601535817,50.6394027786844,573.2066119068124,489.6160914090242,0.18147451386359392,4.898147238223356,0
553.2231423964433,9,1,3955.006928140467,266.32124153437894,1064.75638690506,123.69046796305909,630.6687055147538,260.87717613985905,0.018075888793592683,55.322314239644335,0
149.49382490923347,17,3,4113.571707536004,903.8528204745434,1369.446945256939,101.42259541971383,633.8616229722817,311.4744535067271,0.12040631116990193,7.474691245461673,0
293.6397911571992,14,3,5854.6127570818935,959.5729407120806,397.1773436525765,89.87553084728772,624.5503724816368,197.2699408909359,0.051082995056244924,17.272928891599953,0
10.23226195735138,14,3,7401.764949389432,793.2869860210462,394.8926555534059,76.68022323722263,644.5775478073042,416.8268937024149,1.4659515229888376,0.60189776219714,0
307.4532626212172,15,2,6255.891305371295,733.6904637359846,721.1068417927319,113.92092858306123,527.0796262708147,617.228590007826,0.05204043002695996,18.08548603654219,0
283.6032954009218,19,4,5051.254200180574,1803.7849958797558,1157.3775063121398,189.49872236304236,486.46585039156855,393.72879211397435,0.07052104233036706,12.330578060909644,0
36.053611365535254,18,2,9127.79364096946,506.7519037739204,206.02162990598373,93.35986747058307,627.8369733545402,21.51151512262436,0.5269929774125951,1.8026805682767626,0
757.1776428459125,11,3,4129.682629505461,834.5463432605591,847.8781045613237,107.02807192072767,465.35982046869833,383.5447637776102,0.015848328477973867,54.08411734613661,0
260.6707151355816,14,3,4481.245200844629,860.5114420680729,1495.9365273997316,120.35120165299881,398.3650680899439,317.9143876166973,0.05754386330738423,15.333571478563623,0
415.8408765647997,10,1,3967.2467297840017,256.5260183092988,934.2934732414013,50.51338230853638,461.7534173868717,480.4791586299226,0.02645242596367481,37.803716051345425,0
222.94729637777905,12,2,3110.985966338614,475.54932998545996,1037.1994062107206,105.39746737569543,640.3517589721191,452.58661139929904,0.05830974499897859,15.924806884127076,0
8.24095736533203,10,1,4098.745777637334,289.57238832102337,432.1080606706337,144.43937725629996,447.3977708181819,272.49407381356895,1.3347963728431216,0.7491779423029118,0
83.58585492343418,17,2,3961.3754074837198,882.349909482035,1360.4732244000672,170.79096987815055,313.7748153576316,202.04335091341852,0.21534744145990076,4.399255522286009,0
143.2619424325613,14,4,6960.55176624183,1190.0933597962965,1239.8118327315099,108.03416071507735,823.285930764961,380.67087412965265,0.10470331300345906,7.958996801808961,0
89.47640397868167,9,0,2133.3663126213055,0.0,920.4314032705314,144.2272621362983,429.6278419707598,363.23248951581485,0.11176130862816709,9.941822664297964,0
3.317018889509159,18,4,7890.5051168701875,441.68914896497677,261.0557568075716,66.6053390009727,447.7980370554742,323.827003547555,5.728034911134182,0.15077358588677994,0
277.26066569553467,10,3,3050.6011111680573,1531.771695560974,1062.7725149714424,189.8927582919613,371.246332972818,384.03718552907895,0.039673856990877006,21.327743515041128,0
9.503903647277353,10,1,2310.44277392173,378.9697760102968,1202.1858648695684,57.055720501403485,526.9768128092088,259.8177273148664,1.1574191414652277,0.8639912406615775,0
205.25106799892058,15,4,3355.69960669344,1566.1232648372538,319.0566953246244,186.77017207395886,302.0978166293892,272.85057371895886,0.07795330935907308,10.802687789416872,0
234.20095384552096,16,4,7709.575575421663,1242.83124935872,244.12977216153848,151.5872427594944,566.9959597275629,274.407314884105,0.07258723639192864,11.710047692276047,0
1062.740976786676,20,4,5189.68015527108,1360.3306699255504,356.73695151046246,52.312512260673465,343.6272688659292,453.3512195085798,0.01976022423026917,44.280874032778165,0
387.0409311661133,6,5,2449.3703935652543,1926.1921500261406,1420.788008066765,167.80531772378646,422.4067324849442,469.12169282226955,0.018085942432263538,35.18553919691939,0
196.10619128555737,14,5,5179.49531667592,1178.08523333587,573.4106891503063,87.4092992729584,209.94825483386597,155.11250020243506,0.07648917100306106,10.321378488713545,0
341.49979458793416,16,5,6666.32353314089,1696.9805056032596,990.0578333425168,122.03016176264137,404.3390023623026,236.28036539978189,0.04978041061638941,16.261894980377818,0
74.72546958615203,11,6,3484.408869585348,2026.279467065474,1260.583062487803,75.9104914938657,530.438453127695,118.11070620033217,0.16058781652974471,4.395615858008943,0
269.63835725607566,14,2,6000.211547014867,653.513086397924,1051.8145748307284,128.1371792974623,473.4579158758926,204.20433065538555,0.055630067445317115,16.85239732850473,0
139.89362358918484,10,1,4694.76103084654,215.13385633327232,298.9701173373902,176.193106247803,40.0,195.5732109427786,0.07863117501554523,12.71760214447135,0
269.2464229764224,17,5,8194.819708035518,1702.909612442919,1106.7129001700687,148.82252348164806,707.323848655629,377.8451865107571,0.06685325584279438,12.238473771655565,0
51.8082526383837,8,4,3352.879254415923,1214.8596954099676,1021.3575851216689,81.56857297026556,596.8226271711613,559.5905667966553,0.1737174975349792,4.317354386531975,0
454.02756903883966,8,5,3340.4366639124064,1663.4049393509704,288.18817683672347,88.1541707114906,445.5564081546939,320.95671232413935,0.019822584824645523,34.92519761837228,0
261.80451872848914,11,0,4803.812493466874,0.0,231.96299139644196,43.53976824463956,480.3442389501506,55.77117112493954,0.045835725289542835,23.80041079349901,0
441.434676775157,15,4,6972.954502081442,1515.93884776212,487.0004966253885,53.18096729853483,668.2779784140273,457.26525896306555,0.03624545338595938,23.233404040797737,0
95.7557546021219,21,4,10285.565931396717,1133.8985061019748,498.94098765841204,74.09675264401332,511.1309320700233,272.47168767235775,0.22975120494233453,3.830230184084876,0
137.9097162516604,17,7,7134.085988492499,2497.042104249567,1235.4984782690292,117.04357624200802,398.54115469110957,516.1128519492979,0.13052017282925332,5.746238177152517,0
67.13990246749084,13,3,4840.0315082647085,893.9066288677232,294.18095413292656,102.79896902506957,870.841919340899,240.49605863912583,0.2085198143798139,4.196243904218178,0
103.45041452233745,16,2,10243.24205093673,596.3835056888289,1113.2044617073352,129.54378935790626,368.5521998038728,304.51922798015255,0.1643299360229174,5.74724525124097,0
129.52436732510478,12,4,5130.612674817903,944.4654990060217,1118.4184444329715,45.053783172102726,771.7970186202307,342.9510874430122,0.10036721482198124,8.095272957819049,0
614.3110657364283,15,2,6171.800049323196,752.023275359813,1262.4871009512417,112.37092552292802,560.2015440537185,561.9008429012505,0.02604543673785105,36.13594504331931,0
394.5713504960762,7,1,2575.7568842639757,333.9332757121533,1468.6248325648708,93.90332668337709,578.425323205325,231.1559995273705,0.02027516693734092,49.321418812009526,0
322.5048616024556,13,5,4547.067568947639,1584.6379881521575,239.8482528675479,81.2292621617942,663.6569153247001,286.7119885103165,0.043410198315886106,17.916936755691978,0
389.6708936453667,16,3,6759.122909695955,1151.3035926269172,770.2000449464676,156.04122566642184,661.8021250146944,295.37898365991515,0.0436265584041066,20.50899440238772,0
692.8885438861124,12,4,4049.3247581885644,1326.6571306999708,1130.572454086715,185.44520330650255,417.454226923187,219.40519584743382,0.01876203628232705,43.305533992882026,0
1066.2531116584535,13,4,4728.826776175928,841.705633719634,1460.2360190358738,81.3013492321804,305.79777864186417,439.29921448542234,0.013130090638820605,62.720771274026674,0
445.4675072121495,12,1,2285.8109727840174,320.3339113796962,1277.5483756473923,108.94200378588894,597.3386315760494,132.9604395374388,0.02918282431272564,34.2667313240115,0
368.0467820878035,9,0,4362.371108986531,0.0,817.020138474758,175.06727183507155,554.3983433376753,455.84862047325555,0.02717045899239608,40.89408689864483,0
608.1031879587008,10,1,4727.62954363698,304.15567086458395,251.14660286906255,59.53758624160429,609.8960115823369,290.3140103869701,0.018089035245687717,55.28210799624553,0
114.0076833170361,13,3,5381.145371707644,1008.6083740371203,1328.2937828760287,112.75837690141745,184.86217078221233,652.5303416601328,0.12279874121350547,7.125480207314756,0
329.761571119675,8,2,3421.2553220759423,495.8858340247857,776.8752850959424,178.90276070040085,582.0823907085506,189.9408233764757,0.027292446386161157,32.9761571119675,0
546.2612584792937,20,4,8395.131980344764,1343.7530991743185,1079.4674015104206,74.50802438363475,336.5610352558021,495.7351022738246,0.038443143594807966,22.76088576997057,0
316.00534070617095,8,1,3148.689322725606,326.3009928242784,1331.979485438437,165.18167744932376,742.056690358797,354.42411618167756,0.02848053130965406,35.111704522907885,0
632.3907302875019,12,6,4592.313810859357,1807.4779428391043,621.9615788703513,98.63384557942366,739.1757594837459,198.36463820180066,0.020556911063654978,35.132818349305666,0
147.58060281342193,12,2,6770.418192163643,761.5707342948215,1005.3374498124989,114.15904700809158,647.2648230487391,261.0202339789653,0.08808745697044745,10.541471629530138,0
219.61741644047808,13,3,8227.204710948035,1074.0363358516179,1194.3482400047667,170.07771819457497,462.0971467998554,347.0501435641043,0.06374722108523828,13.72608852752988,0
785.3307498671156,11,2,5467.990805127741,501.2085420065443,900.9096596778309,89.80923186496058,727.1776343884372,392.7699827013032,0.015280186089785097,60.41005768208582,0
95.49352266241381,12,2,7015.951800996568,635.5652347933254,338.940000023167,130.76995514062457,709.6122054590558,290.982699982798,0.13613488787042927,6.820965904458129,0
239.70337499808335,21,3,5454.5289292206435,1319.8984183648654,1291.8196937267364,184.00369974368178,313.42051469130723,216.85137626449114,0.09178010113614758,9.98764062492014,0
454.9557887377346,12,2,3374.8818971645846,649.5713136363244,1157.9358684274366,178.04753240691656,472.20685116834375,284.42151603198886,0.028574205058623892,32.49684205269533,0
7.176737979472198,14,2,5476.405132308244,1012.753494024691,1484.1211762793534,61.8303604090773,379.44881480454035,496.6940166532881,2.0900860590013,0.44854612371701236,0
167.68959769551472,15,2,6853.474618777913,860.543459700566,556.4088665277477,52.70709903823786,412.74786290770345,178.22919231685597,0.09541438598387168,9.864093982089102,0
77.10954902868998,11,1,3715.9998694429696,356.1098451871378,902.0154889858637,180.81265400983332,569.3939503071654,554.1427139551067,0.15562274907787602,6.425795752390832,0
117.61681274524382,11,5,5014.159603773895,1530.4021565649646,427.8938250649575,150.4007825313065,525.4041236054117,130.35426037140238,0.10202623009341201,7.351050796577739,0
30.502345110708266,12,4,3489.2246823929054,1098.7492960976633,1490.2285528058878,188.32015486788725,681.9646549968775,317.0060296367886,0.4261967384086862,1.9063965694192666,0
220.79008658948587,14,4,4499.614755288871,774.005454861511,313.9355707929901,189.91325168497005,224.56919403450553,360.95895922950524,0.06793783286062766,12.266115921638104,0
151.74222933197973,12,5,4273.695352491245,1966.5210988947158,1341.3666165785903,178.88907041719204,585.2661509384232,371.95129359377927,0.08567160280450846,8.926013490116455,0
109.01456087753603,7,2,2835.375070915804,627.2795576064689,1269.2247327246691,61.20394763869575,869.7316453786525,263.98316587290105,0.07338469224296543,12.112728986392892,0
434.20822029955133,9,2,4056.98190328035,608.6381469513269,762.2472418291716,89.89058129364153,66.75931922109129,335.1923176960204,0.023030425340868042,39.473474572686484,0
33.50235017951758,14,3,5301.179980697709,1257.7742728439885,275.6129341571185,199.17861074716274,522.3001185803167,259.5496834658353,0.4477297837203848,1.970726481148093,0
1234.589423297086,10,1,4302.449714360124,249.76572105968404,280.9793375690815,121.50754050396635,269.85520604233125,409.49222991109997,0.008909844675830348,112.2354021179169,0
293.3667428457071,13,3,3678.8530661228324,467.52469498079523,1275.7992642369366,157.37830088982435,413.5234398909921,0.0,0.04772183739778282,18.335421427856694,0
5.81365183993389,10,2,3984.6901508270043,692.6866399361742,342.65705828075454,127.67351823579088,679.4857252496737,280.9764512367636,1.8920981687346945,0.48447098666115745,0
30.969694825987148,13,3,4062.7335059010456,353.67035793791945,1220.521506988174,182.73355023043752,671.3489681807528,165.50131613755352,0.45205482581159906,1.9356059266241967,0
172.66424800946817,13,4,3651.3228189258516,1220.0593270037994,1158.6638993379313,121.95550733002791,465.652570776463,310.80514051839435,0.0810822168537884,10.156720471145187,0
26.58118040054356,15,1,3979.310565705455,222.2708769191479,654.6141986696044,163.9445649889891,342.96335259770905,364.39833030327435,0.6019296268600929,1.6613237750339724,0
57.387864436506575,8,2,3996.8381486446533,478.9127858288863,1012.0626395105429,101.11034234446335,451.5980241736796,269.90003802539434,0.156827581726055,5.738786443650658,0
286.36368854384415,16,1,8728.989904129787,443.94172600151995,1172.495133258392,169.883166094422,371.9395197972632,343.1051280549409,0.059365068547778496,16.844922855520245,0
123.86816769465248,19,3,7179.618115187033,833.564808026659,1353.0023702720503,143.32973002483297,629.0710232539618,230.03070737172737,0.1614619831085418,5.63037125884784,0
592.7840217599087,10,5,4326.274670846686,1512.124662997737,1418.6044864462547,46.90779772752187,485.84423749469283,289.692810033865,0.018556505567309735,39.51893478399391,0
388.3661562181161,17,6,9879.33754873047,2099.303451312786,1335.31979061905,141.80661663667968,406.64327075137953,357.3707995952947,0.04634801388278219,16.88548505296157,0
185.7223555999128,8,4,2788.286760625482,844.7285163169281,1218.9293198310165,128.67624226112267,282.5215151778641,167.24301825259897,0.04845943274264731,15.476862966659398,0
48.363482500535675,11,6,6249.201546423537,1439.5653361055452,204.1837426855623,139.13429399357452,674.9822886465508,231.24026340108648,0.24812109011932892,2.844910735325628,0
29.28075269695681,14,1,7758.953933595026,460.48743105272985,928.8581227410222,136.55802665543277,653.6093788717194,371.103233904142,0.5122819128061202,1.9520501797971206,0
94.33955583787478,17,1,8697.033490721115,248.05875375392606,1119.9852151631903,166.17839434758503,83.96557056298275,396.1123967555355,0.19080013510911067,5.241086435437488,0
47.85791526806485,11,1,6064.794717566345,350.4649347643822,1497.8517648108345,189.29813301496924,346.37197635061926,522.4911079601026,0.2507422216948821,3.9881596056720707,0
303.3266387339563,16,4,5617.840925141962,841.7224213475164,634.8646753645119,44.19147336513036,521.1329370366806,87.7872761324578,0.05604519296740854,15.166331936697816,0
106.45679702396791,20,4,5660.166328579424,280.8760917498722,373.5239641407269,52.89624220113994,495.87276424240457,512.6701916003693,0.1972631206936652,4.4356998759986626,0
172.26315124233938,15,2,7149.120417577035,796.3093158214892,1443.5990074084953,51.03328261702739,484.97688852800707,275.5591499787641,0.09288115238000749,10.133126543667021,0
91.02381940691495,10,3,3473.9219677880415,896.6353108181786,281.4491644919609,185.02999253510575,515.2466431534265,164.27683302096685,0.12084748884053469,7.001832262070381,0
158.84742657556842,11,0,4671.785115586934,0.0,928.2186385003945,189.8915939252947,483.56760627961944,227.51852700898473,0.07554418890312488,14.440675143233493,0
90.39550396520661,10,4,3191.580175476613,1099.1152498427052,396.6208773554149,76.05070879219761,594.944262726474,246.05087541296626,0.12168746804303364,6.4568217118004725,0
247.12904553503836,13,2,5693.32667431516,889.8407700149627,306.2429494708117,113.32810264458503,310.0489241561444,293.0419263081319,0.0566505647674468,16.47526970233589,0
873.9590782198488,17,4,9175.284918349897,1218.2442036387365,797.0118408760454,48.31305240868295,405.727270415593,372.29726513273783,0.020595930002425135,41.617098962849944,0
89.77292722451108,9,6,3885.724741257981,1784.679122571186,1203.6162192029874,44.34678739608957,490.84348617950064,211.6969860812598,0.11139215695831357,5.984861814967405,0
719.7955648961042,13,3,5347.251533699094,554.813285203832,573.2793455099481,166.85670704541428,780.9946664326319,429.6057678857578,0.01944996702226245,44.987222806006514,0
479.7188158353199,12,3,5800.568806991238,797.3386351087795,1377.9862311954964,84.30471798044942,418.0238908236868,238.1139516080397,0.027099208058711417,31.981254389021327,0
673.2657342552397,15,2,6287.281445798947,638.5981020248557,856.7688056496297,194.74025844146726,539.7584067260468,294.596781260536,0.02376476209308209,39.603866720896455,0
330.7138114904067,14,3,7262.340472190652,1521.4952740844674,1135.1597090799062,182.44128848284834,529.1576452366004,257.6200448627174,0.04535643652861204,19.45375361708275,0
62.25929824658075,13,4,6886.092910529442,1192.6822200643578,635.7704615821345,67.80185490171901,626.0930039756829,365.6080281841655,0.22486601028736897,3.6623116615635736,0
31.820722829426522,10,4,4998.31089814796,1061.8814999302244,812.673317617614,196.65679008242472,364.44472089048077,338.92311380659237,0.3456866790539291,2.272908773530466,0
338.2679833532266,11,1,3957.726581031662,341.94117421145353,1288.153462815822,84.68417415270567,706.3799259775934,421.5055201264604,0.035474832353463805,28.188998612768884,0
215.63474438656485,11,0,5531.5508717660305,0.0,1419.7962639830275,179.39271716208833,608.5415880843312,380.09529379671744,0.05564965902938071,19.603158580596805,0
328.07390517650197,15,1,7660.62100393046,290.3695068837121,910.642686244125,100.86408783526554,419.7007721069116,289.1360061235007,0.048769499029165664,20.504619073531373,0
404.01148489894376,19,5,9288.459231746825,1289.2978269380037,565.9775579394089,179.64061433058046,550.927172572826,222.5074379236118,0.04950354320992296,16.833811870789322,0
233.4145112901766,7,0,1480.3599635852179,0.0,977.8647295870865,87.55804923337875,657.5165894163372,196.3258534295033,0.03427379024457716,33.34493018431094,0
14.802087971986609,15,2,7101.457013342245,496.10699009273696,245.07134674442833,133.24909361335835,389.9318039321954,304.3276069763553,1.0809285845537788,0.8707110571756829,0
534.0207462980218,14,3,5865.414263238241,1140.251062216114,872.6802572815536,108.86838565135844,401.88864753088643,80.32405237722517,0.02808879636977423,31.41298507635422,0
446.0063774000178,12,4,4504.725014244062,930.1610894988187,833.9671892076437,144.35588152727559,518.4807210176729,366.1782451248561,0.029147565278736933,27.875398587501113,0
408.2978479069776,13,1,4628.534675658694,123.3799266893945,259.3433691530989,62.40385560853083,466.97080594880634,51.857432827680924,0.03428869407900875,29.164131993355543,0
65.4832651336929,14,2,7118.271416302299,507.5951850387914,943.6632363800911,122.02683615302662,556.6026054144845,278.34122532820396,0.229066158649473,4.092704070855806,0
151.7589079724005,7,1,3553.204997019019,301.7049318937554,841.6105544421542,152.36140256506627,393.7389849634306,118.35427288646073,0.05271519218795982,18.96986349655006,0
164.3652556564392,12,6,4220.326737979873,1870.4606457530638,534.8893864338384,49.52395205564347,741.8330942383136,407.6207179038638,0.07909214114674551,9.1314030920244,0
36.4766584370439,12,1,6625.678197398306,260.7250040102908,292.3099638932321,52.828802253104556,576.7886136543913,279.8030119245517,0.35639229460771654,2.805896802849531,0
331.3039916522753,15,1,7062.3216348848355,318.6572905010801,996.3455088482649,179.79177495461522,408.1343938039343,343.3804230247322,0.04829401517381361,20.706499478267204,0
698.2272347945323,9,3,1836.5487965183306,1075.8358465749798,1147.9255338142825,144.36666377471033,570.646775556017,401.47218173603414,0.014321985023890834,58.18560289954436,0
168.59940258120184,15,7,7190.2330808283195,1120.8220949866188,682.5241504689159,136.17186668803726,654.8819306512486,435.20461641931,0.09489950590005196,7.663609208236448,0
140.78655127223396,9,2,4779.277871507647,823.3094097263929,642.7854165556791,51.473902215624165,247.48427116685747,203.29559202045735,0.07102951176539124,12.798777388384906,0
339.14295694761046,14,4,4936.624914100717,1195.3752733189506,857.091653283585,194.24278513883237,434.5421164210147,286.8468235289003,0.04422913609943297,18.84127538597836,0
9.43351341775096,12,0,4489.444724799477,0.0,576.0182035644509,184.01330928263692,604.5431606766103,259.9416612292788,1.3780655652153961,0.7861261181459134,0
277.1025362054317,12,2,6879.017999382109,957.0080233908211,1190.4723563863308,173.3839939100137,229.84133987708918,234.8791440319174,0.046914041921155024,19.79303830038798,0
90.06201271264119,9,4,2634.531276834174,1276.5589965155677,777.2568739628638,140.1974914273702,120.45687158805055,265.6794933743867,0.11103460492168626,6.92784713174163,0
1527.3123791827381,18,3,7145.740314862468,763.7506117875155,905.9319591449621,76.43995777651354,539.8829447088999,512.2940040315943,0.012440153212250438,72.72916091346372,0
611.9950869547862,20,5,6188.535398274762,1238.4934645404721,1190.3376487910064,101.84648109168447,179.64886790319565,676.5298240391992,0.03431400095790551,24.479803478191446,0
258.31288835206504,12,4,4566.1100635767825,1562.8064309974607,1301.0595104691786,182.89443283126639,589.0335083421293,0.0,0.050326563583160344,16.144555522004065,0
295.5254976255906,19,4,5753.852204371557,758.5221872675422,1245.7683699833565,84.60157958632848,642.968756806413,361.57025041167515,0.06767605557114584,12.848934679373505,0
